image_id,path,class_name,class_id,annotated_attribute_id,color_attribute_id,color
728,014.Indigo_Bunting/Indigo_Bunting_0037_14128.jpg,014.Indigo_Bunting,14,249,249,blue
729,014.Indigo_Bunting/Indigo_Bunting_0044_14389.jpg,014.Indigo_Bunting,14,254,249,blue
730,014.Indigo_Bunting/Indigo_Bunting_0017_11574.jpg,014.Indigo_Bunting,14,249,249,blue
731,014.Indigo_Bunting/Indigo_Bunting_0027_11579.jpg,014.Indigo_Bunting,14,249,249,blue
732,014.Indigo_Bunting/Indigo_Bunting_0001_12469.jpg,014.Indigo_Bunting,14,249,249,blue
733,014.Indigo_Bunting/Indigo_Bunting_0066_12869.jpg,014.Indigo_Bunting,14,249,249,blue
734,014.Indigo_Bunting/Indigo_Bunting_0084_11848.jpg,014.Indigo_Bunting,14,249,249,blue
735,014.Indigo_Bunting/Indigo_Bunting_0049_13641.jpg,014.Indigo_Bunting,14,249,249,blue
736,014.Indigo_Bunting/Indigo_Bunting_0059_11596.jpg,014.Indigo_Bunting,14,249,249,blue
737,014.Indigo_Bunting/Indigo_Bunting_0053_13391.jpg,014.Indigo_Bunting,14,256,249,blue
738,014.Indigo_Bunting/Indigo_Bunting_0015_12632.jpg,014.Indigo_Bunting,14,249,249,blue
739,014.Indigo_Bunting/Indigo_Bunting_0016_13661.jpg,014.Indigo_Bunting,14,249,249,blue
740,014.Indigo_Bunting/Indigo_Bunting_0080_13416.jpg,014.Indigo_Bunting,14,249,249,blue
741,014.Indigo_Bunting/Indigo_Bunting_0018_11883.jpg,014.Indigo_Bunting,14,249,249,blue
742,014.Indigo_Bunting/Indigo_Bunting_0073_13933.jpg,014.Indigo_Bunting,14,249,249,blue
743,014.Indigo_Bunting/Indigo_Bunting_0072_14197.jpg,014.Indigo_Bunting,14,249,249,blue
744,014.Indigo_Bunting/Indigo_Bunting_0056_12637.jpg,014.Indigo_Bunting,14,249,249,blue
745,014.Indigo_Bunting/Indigo_Bunting_0071_11639.jpg,014.Indigo_Bunting,14,249,249,blue
746,014.Indigo_Bunting/Indigo_Bunting_0082_11907.jpg,014.Indigo_Bunting,14,249,249,blue
747,014.Indigo_Bunting/Indigo_Bunting_0004_13195.jpg,014.Indigo_Bunting,14,249,249,blue
748,014.Indigo_Bunting/Indigo_Bunting_0022_12781.jpg,014.Indigo_Bunting,14,249,249,blue
749,014.Indigo_Bunting/Indigo_Bunting_0036_13716.jpg,014.Indigo_Bunting,14,249,249,blue
750,014.Indigo_Bunting/Indigo_Bunting_0013_12949.jpg,014.Indigo_Bunting,14,249,249,blue
751,014.Indigo_Bunting/Indigo_Bunting_0076_12950.jpg,014.Indigo_Bunting,14,249,249,blue
752,014.Indigo_Bunting/Indigo_Bunting_0021_13979.jpg,014.Indigo_Bunting,14,249,249,blue
753,014.Indigo_Bunting/Indigo_Bunting_0060_14495.jpg,014.Indigo_Bunting,14,249,249,blue
754,014.Indigo_Bunting/Indigo_Bunting_0055_13473.jpg,014.Indigo_Bunting,14,249,249,blue
755,014.Indigo_Bunting/Indigo_Bunting_0041_13987.jpg,014.Indigo_Bunting,14,249,249,blue
756,014.Indigo_Bunting/Indigo_Bunting_0047_12966.jpg,014.Indigo_Bunting,14,249,249,blue
757,014.Indigo_Bunting/Indigo_Bunting_0058_12207.jpg,014.Indigo_Bunting,14,249,249,blue
758,014.Indigo_Bunting/Indigo_Bunting_0034_12464.jpg,014.Indigo_Bunting,14,249,249,blue
759,014.Indigo_Bunting/Indigo_Bunting_0054_12213.jpg,014.Indigo_Bunting,14,249,249,blue
760,014.Indigo_Bunting/Indigo_Bunting_0032_12215.jpg,014.Indigo_Bunting,14,249,249,blue
761,014.Indigo_Bunting/Indigo_Bunting_0025_12532.jpg,014.Indigo_Bunting,14,249,249,blue
762,014.Indigo_Bunting/Indigo_Bunting_0026_11964.jpg,014.Indigo_Bunting,14,249,249,blue
763,014.Indigo_Bunting/Indigo_Bunting_0052_11893.jpg,014.Indigo_Bunting,14,249,249,blue
764,014.Indigo_Bunting/Indigo_Bunting_0029_13761.jpg,014.Indigo_Bunting,14,249,249,blue
765,014.Indigo_Bunting/Indigo_Bunting_0010_13000.jpg,014.Indigo_Bunting,14,249,249,blue
766,014.Indigo_Bunting/Indigo_Bunting_0078_11852.jpg,014.Indigo_Bunting,14,249,249,blue
767,014.Indigo_Bunting/Indigo_Bunting_0061_13259.jpg,014.Indigo_Bunting,14,249,249,blue
768,014.Indigo_Bunting/Indigo_Bunting_0050_11811.jpg,014.Indigo_Bunting,14,249,249,blue
769,014.Indigo_Bunting/Indigo_Bunting_0039_12756.jpg,014.Indigo_Bunting,14,249,249,blue
770,014.Indigo_Bunting/Indigo_Bunting_0085_11991.jpg,014.Indigo_Bunting,14,254,249,blue
771,014.Indigo_Bunting/Indigo_Bunting_0065_14558.jpg,014.Indigo_Bunting,14,249,249,blue
772,014.Indigo_Bunting/Indigo_Bunting_0051_12837.jpg,014.Indigo_Bunting,14,249,249,blue
773,014.Indigo_Bunting/Indigo_Bunting_0033_12777.jpg,014.Indigo_Bunting,14,249,249,blue
774,014.Indigo_Bunting/Indigo_Bunting_0077_14060.jpg,014.Indigo_Bunting,14,249,249,blue
775,014.Indigo_Bunting/Indigo_Bunting_0006_14317.jpg,014.Indigo_Bunting,14,249,249,blue
776,014.Indigo_Bunting/Indigo_Bunting_0024_13523.jpg,014.Indigo_Bunting,14,249,249,blue
777,014.Indigo_Bunting/Indigo_Bunting_0031_13300.jpg,014.Indigo_Bunting,14,250,249,blue
778,014.Indigo_Bunting/Indigo_Bunting_0003_13049.jpg,014.Indigo_Bunting,14,249,249,blue
779,014.Indigo_Bunting/Indigo_Bunting_0074_12829.jpg,014.Indigo_Bunting,14,249,249,blue
780,015.Lazuli_Bunting/Lazuli_Bunting_0073_14594.jpg,015.Lazuli_Bunting,15,249,249,blue
781,015.Lazuli_Bunting/Lazuli_Bunting_0074_14854.jpg,015.Lazuli_Bunting,15,249,249,blue
782,015.Lazuli_Bunting/Lazuli_Bunting_0102_14605.jpg,015.Lazuli_Bunting,15,249,249,blue
783,015.Lazuli_Bunting/Lazuli_Bunting_0047_14863.jpg,015.Lazuli_Bunting,15,249,249,blue
784,015.Lazuli_Bunting/Lazuli_Bunting_0034_14864.jpg,015.Lazuli_Bunting,15,249,249,blue
785,015.Lazuli_Bunting/Lazuli_Bunting_0101_14873.jpg,015.Lazuli_Bunting,15,263,249,blue
786,015.Lazuli_Bunting/Lazuli_Bunting_0052_14618.jpg,015.Lazuli_Bunting,15,249,249,blue
787,015.Lazuli_Bunting/Lazuli_Bunting_0085_14627.jpg,015.Lazuli_Bunting,15,249,249,blue
788,015.Lazuli_Bunting/Lazuli_Bunting_0089_14598.jpg,015.Lazuli_Bunting,15,249,249,blue
789,015.Lazuli_Bunting/Lazuli_Bunting_0004_14887.jpg,015.Lazuli_Bunting,15,249,249,blue
790,015.Lazuli_Bunting/Lazuli_Bunting_0080_14893.jpg,015.Lazuli_Bunting,15,249,249,blue
791,015.Lazuli_Bunting/Lazuli_Bunting_0027_14895.jpg,015.Lazuli_Bunting,15,249,249,blue
792,015.Lazuli_Bunting/Lazuli_Bunting_0041_15152.jpg,015.Lazuli_Bunting,15,249,249,blue
793,015.Lazuli_Bunting/Lazuli_Bunting_0061_15155.jpg,015.Lazuli_Bunting,15,249,249,blue
794,015.Lazuli_Bunting/Lazuli_Bunting_0009_15163.jpg,015.Lazuli_Bunting,15,249,249,blue
795,015.Lazuli_Bunting/Lazuli_Bunting_0078_15164.jpg,015.Lazuli_Bunting,15,254,249,blue
796,015.Lazuli_Bunting/Lazuli_Bunting_0092_14656.jpg,015.Lazuli_Bunting,15,249,249,blue
797,015.Lazuli_Bunting/Lazuli_Bunting_0066_14914.jpg,015.Lazuli_Bunting,15,249,249,blue
798,015.Lazuli_Bunting/Lazuli_Bunting_0010_14915.jpg,015.Lazuli_Bunting,15,249,249,blue
799,015.Lazuli_Bunting/Lazuli_Bunting_0001_14916.jpg,015.Lazuli_Bunting,15,249,249,blue
800,015.Lazuli_Bunting/Lazuli_Bunting_0076_14662.jpg,015.Lazuli_Bunting,15,249,249,blue
801,015.Lazuli_Bunting/Lazuli_Bunting_0095_14919.jpg,015.Lazuli_Bunting,15,249,249,blue
802,015.Lazuli_Bunting/Lazuli_Bunting_0035_14920.jpg,015.Lazuli_Bunting,15,260,249,blue
803,015.Lazuli_Bunting/Lazuli_Bunting_0070_14665.jpg,015.Lazuli_Bunting,15,258,249,blue
804,015.Lazuli_Bunting/Lazuli_Bunting_0040_14923.jpg,015.Lazuli_Bunting,15,249,249,blue
805,015.Lazuli_Bunting/Lazuli_Bunting_0026_14669.jpg,015.Lazuli_Bunting,15,249,249,blue
806,015.Lazuli_Bunting/Lazuli_Bunting_0067_14672.jpg,015.Lazuli_Bunting,15,249,249,blue
807,015.Lazuli_Bunting/Lazuli_Bunting_0008_15195.jpg,015.Lazuli_Bunting,15,249,249,blue
808,015.Lazuli_Bunting/Lazuli_Bunting_0032_14778.jpg,015.Lazuli_Bunting,15,249,249,blue
809,015.Lazuli_Bunting/Lazuli_Bunting_0021_14686.jpg,015.Lazuli_Bunting,15,259,249,blue
810,015.Lazuli_Bunting/Lazuli_Bunting_0015_14690.jpg,015.Lazuli_Bunting,15,249,249,blue
811,015.Lazuli_Bunting/Lazuli_Bunting_0028_14950.jpg,015.Lazuli_Bunting,15,249,249,blue
812,015.Lazuli_Bunting/Lazuli_Bunting_0045_14954.jpg,015.Lazuli_Bunting,15,249,249,blue
813,015.Lazuli_Bunting/Lazuli_Bunting_0107_14705.jpg,015.Lazuli_Bunting,15,249,249,blue
814,015.Lazuli_Bunting/Lazuli_Bunting_0081_14709.jpg,015.Lazuli_Bunting,15,249,249,blue
815,015.Lazuli_Bunting/Lazuli_Bunting_0094_11894.jpg,015.Lazuli_Bunting,15,249,249,blue
816,015.Lazuli_Bunting/Lazuli_Bunting_0054_14714.jpg,015.Lazuli_Bunting,15,254,249,blue
817,015.Lazuli_Bunting/Lazuli_Bunting_0030_14986.jpg,015.Lazuli_Bunting,15,249,249,blue
818,015.Lazuli_Bunting/Lazuli_Bunting_0086_14992.jpg,015.Lazuli_Bunting,15,249,249,blue
819,015.Lazuli_Bunting/Lazuli_Bunting_0046_14787.jpg,015.Lazuli_Bunting,15,249,249,blue
820,015.Lazuli_Bunting/Lazuli_Bunting_0097_14617.jpg,015.Lazuli_Bunting,15,249,249,blue
821,015.Lazuli_Bunting/Lazuli_Bunting_0059_14749.jpg,015.Lazuli_Bunting,15,249,249,blue
822,015.Lazuli_Bunting/Lazuli_Bunting_0105_15017.jpg,015.Lazuli_Bunting,15,251,249,blue
823,015.Lazuli_Bunting/Lazuli_Bunting_0031_15018.jpg,015.Lazuli_Bunting,15,249,249,blue
824,015.Lazuli_Bunting/Lazuli_Bunting_0037_15021.jpg,015.Lazuli_Bunting,15,249,249,blue
825,015.Lazuli_Bunting/Lazuli_Bunting_0093_15030.jpg,015.Lazuli_Bunting,15,249,249,blue
826,015.Lazuli_Bunting/Lazuli_Bunting_0057_14775.jpg,015.Lazuli_Bunting,15,258,249,blue
827,015.Lazuli_Bunting/Lazuli_Bunting_0056_15032.jpg,015.Lazuli_Bunting,15,249,249,blue
828,015.Lazuli_Bunting/Lazuli_Bunting_0055_15043.jpg,015.Lazuli_Bunting,15,249,249,blue
829,015.Lazuli_Bunting/Lazuli_Bunting_0082_15047.jpg,015.Lazuli_Bunting,15,249,249,blue
830,015.Lazuli_Bunting/Lazuli_Bunting_0084_14815.jpg,015.Lazuli_Bunting,15,249,249,blue
831,015.Lazuli_Bunting/Lazuli_Bunting_0042_14820.jpg,015.Lazuli_Bunting,15,249,249,blue
832,015.Lazuli_Bunting/Lazuli_Bunting_0025_15079.jpg,015.Lazuli_Bunting,15,249,249,blue
833,015.Lazuli_Bunting/Lazuli_Bunting_0014_14824.jpg,015.Lazuli_Bunting,15,261,249,blue
834,015.Lazuli_Bunting/Lazuli_Bunting_0039_15081.jpg,015.Lazuli_Bunting,15,252,249,blue
835,015.Lazuli_Bunting/Lazuli_Bunting_0020_14837.jpg,015.Lazuli_Bunting,15,254,249,blue
836,015.Lazuli_Bunting/Lazuli_Bunting_0087_15096.jpg,015.Lazuli_Bunting,15,249,249,blue
837,015.Lazuli_Bunting/Lazuli_Bunting_0048_14844.jpg,015.Lazuli_Bunting,15,249,249,blue
838,016.Painted_Bunting/Painted_Bunting_0102_16642.jpg,016.Painted_Bunting,16,252,262,red
839,016.Painted_Bunting/Painted_Bunting_0004_16641.jpg,016.Painted_Bunting,16,259,262,red
840,016.Painted_Bunting/Painted_Bunting_0077_16819.jpg,016.Painted_Bunting,16,249,262,red
841,016.Painted_Bunting/Painted_Bunting_0039_15235.jpg,016.Painted_Bunting,16,255,262,red
842,016.Painted_Bunting/Painted_Bunting_0053_16404.jpg,016.Painted_Bunting,16,255,262,red
843,016.Painted_Bunting/Painted_Bunting_0050_16670.jpg,016.Painted_Bunting,16,249,262,red
844,016.Painted_Bunting/Painted_Bunting_0008_16416.jpg,016.Painted_Bunting,16,253,262,red
845,016.Painted_Bunting/Painted_Bunting_0061_16930.jpg,016.Painted_Bunting,16,253,262,red
846,016.Painted_Bunting/Painted_Bunting_0011_16690.jpg,016.Painted_Bunting,16,262,262,red
847,016.Painted_Bunting/Painted_Bunting_0040_16691.jpg,016.Painted_Bunting,16,249,262,red
848,016.Painted_Bunting/Painted_Bunting_0010_16948.jpg,016.Painted_Bunting,16,259,262,red
849,016.Painted_Bunting/Painted_Bunting_0072_16697.jpg,016.Painted_Bunting,16,255,262,red
850,016.Painted_Bunting/Painted_Bunting_0054_16711.jpg,016.Painted_Bunting,16,249,262,red
851,016.Painted_Bunting/Painted_Bunting_0069_16462.jpg,016.Painted_Bunting,16,249,262,red
852,016.Painted_Bunting/Painted_Bunting_0058_16719.jpg,016.Painted_Bunting,16,262,262,red
853,016.Painted_Bunting/Painted_Bunting_0025_16722.jpg,016.Painted_Bunting,16,249,262,red
854,016.Painted_Bunting/Painted_Bunting_0094_16467.jpg,016.Painted_Bunting,16,262,262,red
855,016.Painted_Bunting/Painted_Bunting_0079_15197.jpg,016.Painted_Bunting,16,249,262,red
856,016.Painted_Bunting/Painted_Bunting_0091_15198.jpg,016.Painted_Bunting,16,262,262,red
857,016.Painted_Bunting/Painted_Bunting_0100_16735.jpg,016.Painted_Bunting,16,249,262,red
858,016.Painted_Bunting/Painted_Bunting_0016_15200.jpg,016.Painted_Bunting,16,249,262,red
859,016.Painted_Bunting/Painted_Bunting_0073_16737.jpg,016.Painted_Bunting,16,249,262,red
860,016.Painted_Bunting/Painted_Bunting_0005_15202.jpg,016.Painted_Bunting,16,255,262,red
861,016.Painted_Bunting/Painted_Bunting_0028_15205.jpg,016.Painted_Bunting,16,259,262,red
862,016.Painted_Bunting/Painted_Bunting_0034_15207.jpg,016.Painted_Bunting,16,262,262,red
863,016.Painted_Bunting/Painted_Bunting_0055_15208.jpg,016.Painted_Bunting,16,256,262,red
864,016.Painted_Bunting/Painted_Bunting_0071_15209.jpg,016.Painted_Bunting,16,259,262,red
865,016.Painted_Bunting/Painted_Bunting_0093_15212.jpg,016.Painted_Bunting,16,262,262,red
866,016.Painted_Bunting/Painted_Bunting_0098_15226.jpg,016.Painted_Bunting,16,262,262,red
867,016.Painted_Bunting/Painted_Bunting_0076_16765.jpg,016.Painted_Bunting,16,259,262,red
868,016.Painted_Bunting/Painted_Bunting_0081_15230.jpg,016.Painted_Bunting,16,249,262,red
869,016.Painted_Bunting/Painted_Bunting_0019_15231.jpg,016.Painted_Bunting,16,249,262,red
870,016.Painted_Bunting/Painted_Bunting_0087_15232.jpg,016.Painted_Bunting,16,259,262,red
871,016.Painted_Bunting/Painted_Bunting_0096_15233.jpg,016.Painted_Bunting,16,262,262,red
872,016.Painted_Bunting/Painted_Bunting_0070_16515.jpg,016.Painted_Bunting,16,249,262,red
873,016.Painted_Bunting/Painted_Bunting_0066_15241.jpg,016.Painted_Bunting,16,250,262,red
874,016.Painted_Bunting/Painted_Bunting_0099_16525.jpg,016.Painted_Bunting,16,249,262,red
875,016.Painted_Bunting/Painted_Bunting_0006_15249.jpg,016.Painted_Bunting,16,249,262,red
876,016.Painted_Bunting/Painted_Bunting_0029_16530.jpg,016.Painted_Bunting,16,249,262,red
877,016.Painted_Bunting/Painted_Bunting_0084_16531.jpg,016.Painted_Bunting,16,249,262,red
878,016.Painted_Bunting/Painted_Bunting_0080_16534.jpg,016.Painted_Bunting,16,252,262,red
879,016.Painted_Bunting/Painted_Bunting_0046_16535.jpg,016.Painted_Bunting,16,262,262,red
880,016.Painted_Bunting/Painted_Bunting_0027_16536.jpg,016.Painted_Bunting,16,262,262,red
881,016.Painted_Bunting/Painted_Bunting_0086_16540.jpg,016.Painted_Bunting,16,254,262,red
882,016.Painted_Bunting/Painted_Bunting_0044_16557.jpg,016.Painted_Bunting,16,256,262,red
883,016.Painted_Bunting/Painted_Bunting_0085_15282.jpg,016.Painted_Bunting,16,249,262,red
884,016.Painted_Bunting/Painted_Bunting_0036_16563.jpg,016.Painted_Bunting,16,249,262,red
885,016.Painted_Bunting/Painted_Bunting_0078_16565.jpg,016.Painted_Bunting,16,249,262,red
886,016.Painted_Bunting/Painted_Bunting_0013_15294.jpg,016.Painted_Bunting,16,262,262,red
887,016.Painted_Bunting/Painted_Bunting_0021_15295.jpg,016.Painted_Bunting,16,252,262,red
888,016.Painted_Bunting/Painted_Bunting_0001_16585.jpg,016.Painted_Bunting,16,249,262,red
889,016.Painted_Bunting/Painted_Bunting_0083_16587.jpg,016.Painted_Bunting,16,252,262,red
890,016.Painted_Bunting/Painted_Bunting_0009_16674.jpg,016.Painted_Bunting,16,252,262,red
891,016.Painted_Bunting/Painted_Bunting_0056_16599.jpg,016.Painted_Bunting,16,249,262,red
892,016.Painted_Bunting/Painted_Bunting_0032_16605.jpg,016.Painted_Bunting,16,256,262,red
893,016.Painted_Bunting/Painted_Bunting_0049_16869.jpg,016.Painted_Bunting,16,259,262,red
894,016.Painted_Bunting/Painted_Bunting_0060_15224.jpg,016.Painted_Bunting,16,257,262,red
895,016.Painted_Bunting/Painted_Bunting_0002_16887.jpg,016.Painted_Bunting,16,258,262,red
896,017.Cardinal/Cardinal_0038_19203.jpg,017.Cardinal,17,262,262,red
897,017.Cardinal/Cardinal_0072_17159.jpg,017.Cardinal,17,262,262,red
898,017.Cardinal/Cardinal_0085_19162.jpg,017.Cardinal,17,259,262,red
899,017.Cardinal/Cardinal_0047_17673.jpg,017.Cardinal,17,262,262,red
900,017.Cardinal/Cardinal_0094_17165.jpg,017.Cardinal,17,262,262,red
901,017.Cardinal/Cardinal_0035_17678.jpg,017.Cardinal,17,262,262,red
902,017.Cardinal/Cardinal_0045_18021.jpg,017.Cardinal,17,262,262,red
903,017.Cardinal/Cardinal_0103_17425.jpg,017.Cardinal,17,250,262,red
904,017.Cardinal/Cardinal_0102_17808.jpg,017.Cardinal,17,262,262,red
905,017.Cardinal/Cardinal_0006_17684.jpg,017.Cardinal,17,262,262,red
906,017.Cardinal/Cardinal_0054_19334.jpg,017.Cardinal,17,262,262,red
907,017.Cardinal/Cardinal_0075_17946.jpg,017.Cardinal,17,262,262,red
908,017.Cardinal/Cardinal_0078_17181.jpg,017.Cardinal,17,262,262,red
909,017.Cardinal/Cardinal_0041_17189.jpg,017.Cardinal,17,262,262,red
910,017.Cardinal/Cardinal_0066_17803.jpg,017.Cardinal,17,262,262,red
911,017.Cardinal/Cardinal_0040_17477.jpg,017.Cardinal,17,253,262,red
912,017.Cardinal/Cardinal_0051_17223.jpg,017.Cardinal,17,253,262,red
913,017.Cardinal/Cardinal_0093_17676.jpg,017.Cardinal,17,262,262,red
914,017.Cardinal/Cardinal_0022_17233.jpg,017.Cardinal,17,262,262,red
915,017.Cardinal/Cardinal_0023_19026.jpg,017.Cardinal,17,250,262,red
916,017.Cardinal/Cardinal_0019_17368.jpg,017.Cardinal,17,262,262,red
917,017.Cardinal/Cardinal_0089_18005.jpg,017.Cardinal,17,262,262,red
918,017.Cardinal/Cardinal_0025_17239.jpg,017.Cardinal,17,253,262,red
919,017.Cardinal/Cardinal_0033_19215.jpg,017.Cardinal,17,262,262,red
920,017.Cardinal/Cardinal_0079_19044.jpg,017.Cardinal,17,262,262,red
921,017.Cardinal/Cardinal_0105_19045.jpg,017.Cardinal,17,260,262,red
922,017.Cardinal/Cardinal_0029_17297.jpg,017.Cardinal,17,250,262,red
923,017.Cardinal/Cardinal_0081_17291.jpg,017.Cardinal,17,260,262,red
924,017.Cardinal/Cardinal_0050_18035.jpg,017.Cardinal,17,262,262,red
925,017.Cardinal/Cardinal_0007_18537.jpg,017.Cardinal,17,260,262,red
926,017.Cardinal/Cardinal_0083_18042.jpg,017.Cardinal,17,259,262,red
927,017.Cardinal/Cardinal_0020_18664.jpg,017.Cardinal,17,256,262,red
928,017.Cardinal/Cardinal_0053_17541.jpg,017.Cardinal,17,262,262,red
929,017.Cardinal/Cardinal_0028_18054.jpg,017.Cardinal,17,262,262,red
930,017.Cardinal/Cardinal_0014_17389.jpg,017.Cardinal,17,262,262,red
931,017.Cardinal/Cardinal_0052_18334.jpg,017.Cardinal,17,262,262,red
932,017.Cardinal/Cardinal_0001_17057.jpg,017.Cardinal,17,254,262,red
933,017.Cardinal/Cardinal_0074_18339.jpg,017.Cardinal,17,263,262,red
934,017.Cardinal/Cardinal_0084_17576.jpg,017.Cardinal,17,262,262,red
935,017.Cardinal/Cardinal_0037_18092.jpg,017.Cardinal,17,262,262,red
936,017.Cardinal/Cardinal_0018_17071.jpg,017.Cardinal,17,253,262,red
937,017.Cardinal/Cardinal_0056_18352.jpg,017.Cardinal,17,262,262,red
938,017.Cardinal/Cardinal_0062_17334.jpg,017.Cardinal,17,262,262,red
939,017.Cardinal/Cardinal_0092_17591.jpg,017.Cardinal,17,254,262,red
940,017.Cardinal/Cardinal_0095_18108.jpg,017.Cardinal,17,262,262,red
941,017.Cardinal/Cardinal_0039_17597.jpg,017.Cardinal,17,254,262,red
942,017.Cardinal/Cardinal_0016_17862.jpg,017.Cardinal,17,262,262,red
943,017.Cardinal/Cardinal_0012_18638.jpg,017.Cardinal,17,262,262,red
944,017.Cardinal/Cardinal_0055_18898.jpg,017.Cardinal,17,262,262,red
945,017.Cardinal/Cardinal_0010_18894.jpg,017.Cardinal,17,254,262,red
946,017.Cardinal/Cardinal_0104_17122.jpg,017.Cardinal,17,262,262,red
947,017.Cardinal/Cardinal_0057_17128.jpg,017.Cardinal,17,262,262,red
948,017.Cardinal/Cardinal_0049_18258.jpg,017.Cardinal,17,250,262,red
949,017.Cardinal/Cardinal_0082_17875.jpg,017.Cardinal,17,260,262,red
950,017.Cardinal/Cardinal_0060_17139.jpg,017.Cardinal,17,256,262,red
951,017.Cardinal/Cardinal_0097_17396.jpg,017.Cardinal,17,262,262,red
952,017.Cardinal/Cardinal_0002_18424.jpg,017.Cardinal,17,259,262,red
953,018.Spotted_Catbird/Spotted_Catbird_0018_796800.jpg,018.Spotted_Catbird,18,256,257,green
954,018.Spotted_Catbird/Spotted_Catbird_0030_796801.jpg,018.Spotted_Catbird,18,256,257,green
955,018.Spotted_Catbird/Spotted_Catbird_0012_796802.jpg,018.Spotted_Catbird,18,257,257,green
956,018.Spotted_Catbird/Spotted_Catbird_0016_796803.jpg,018.Spotted_Catbird,18,250,257,green
957,018.Spotted_Catbird/Spotted_Catbird_0004_796804.jpg,018.Spotted_Catbird,18,257,257,green
958,018.Spotted_Catbird/Spotted_Catbird_0033_796805.jpg,018.Spotted_Catbird,18,257,257,green
959,018.Spotted_Catbird/Spotted_Catbird_0031_796806.jpg,018.Spotted_Catbird,18,257,257,green
960,018.Spotted_Catbird/Spotted_Catbird_0041_796807.jpg,018.Spotted_Catbird,18,257,257,green
961,018.Spotted_Catbird/Spotted_Catbird_0015_796808.jpg,018.Spotted_Catbird,18,257,257,green
962,018.Spotted_Catbird/Spotted_Catbird_0044_796809.jpg,018.Spotted_Catbird,18,257,257,green
963,018.Spotted_Catbird/Spotted_Catbird_0037_796810.jpg,018.Spotted_Catbird,18,254,257,green
964,018.Spotted_Catbird/Spotted_Catbird_0039_796811.jpg,018.Spotted_Catbird,18,256,257,green
965,018.Spotted_Catbird/Spotted_Catbird_0028_796813.jpg,018.Spotted_Catbird,18,256,257,green
966,018.Spotted_Catbird/Spotted_Catbird_0045_796814.jpg,018.Spotted_Catbird,18,250,257,green
967,018.Spotted_Catbird/Spotted_Catbird_0011_796815.jpg,018.Spotted_Catbird,18,255,257,green
968,018.Spotted_Catbird/Spotted_Catbird_0048_796817.jpg,018.Spotted_Catbird,18,256,257,green
969,018.Spotted_Catbird/Spotted_Catbird_0026_796818.jpg,018.Spotted_Catbird,18,257,257,green
970,018.Spotted_Catbird/Spotted_Catbird_0025_796819.jpg,018.Spotted_Catbird,18,256,257,green
971,018.Spotted_Catbird/Spotted_Catbird_0040_796820.jpg,018.Spotted_Catbird,18,256,257,green
972,018.Spotted_Catbird/Spotted_Catbird_0022_796821.jpg,018.Spotted_Catbird,18,257,257,green
973,018.Spotted_Catbird/Spotted_Catbird_0003_796822.jpg,018.Spotted_Catbird,18,250,257,green
974,018.Spotted_Catbird/Spotted_Catbird_0006_796823.jpg,018.Spotted_Catbird,18,256,257,green
975,018.Spotted_Catbird/Spotted_Catbird_0029_796825.jpg,018.Spotted_Catbird,18,250,257,green
976,018.Spotted_Catbird/Spotted_Catbird_0002_796827.jpg,018.Spotted_Catbird,18,257,257,green
977,018.Spotted_Catbird/Spotted_Catbird_0032_796828.jpg,018.Spotted_Catbird,18,257,257,green
978,018.Spotted_Catbird/Spotted_Catbird_0046_19399.jpg,018.Spotted_Catbird,18,255,257,green
979,018.Spotted_Catbird/Spotted_Catbird_0047_19400.jpg,018.Spotted_Catbird,18,257,257,green
980,018.Spotted_Catbird/Spotted_Catbird_0036_19406.jpg,018.Spotted_Catbird,18,256,257,green
981,018.Spotted_Catbird/Spotted_Catbird_0005_19411.jpg,018.Spotted_Catbird,18,257,257,green
982,018.Spotted_Catbird/Spotted_Catbird_0007_19424.jpg,018.Spotted_Catbird,18,250,257,green
983,018.Spotted_Catbird/Spotted_Catbird_0014_19425.jpg,018.Spotted_Catbird,18,250,257,green
984,018.Spotted_Catbird/Spotted_Catbird_0013_19428.jpg,018.Spotted_Catbird,18,256,257,green
985,018.Spotted_Catbird/Spotted_Catbird_0042_19430.jpg,018.Spotted_Catbird,18,250,257,green
986,018.Spotted_Catbird/Spotted_Catbird_0010_19436.jpg,018.Spotted_Catbird,18,254,257,green
987,018.Spotted_Catbird/Spotted_Catbird_0034_19437.jpg,018.Spotted_Catbird,18,257,257,green
988,018.Spotted_Catbird/Spotted_Catbird_0019_796788.jpg,018.Spotted_Catbird,18,257,257,green
989,018.Spotted_Catbird/Spotted_Catbird_0008_796789.jpg,018.Spotted_Catbird,18,257,257,green
990,018.Spotted_Catbird/Spotted_Catbird_0024_796791.jpg,018.Spotted_Catbird,18,257,257,green
991,018.Spotted_Catbird/Spotted_Catbird_0023_796793.jpg,018.Spotted_Catbird,18,255,257,green
992,018.Spotted_Catbird/Spotted_Catbird_0020_796794.jpg,018.Spotted_Catbird,18,255,257,green
993,018.Spotted_Catbird/Spotted_Catbird_0009_796795.jpg,018.Spotted_Catbird,18,257,257,green
994,018.Spotted_Catbird/Spotted_Catbird_0027_796796.jpg,018.Spotted_Catbird,18,256,257,green
995,018.Spotted_Catbird/Spotted_Catbird_0001_796797.jpg,018.Spotted_Catbird,18,256,257,green
996,018.Spotted_Catbird/Spotted_Catbird_0021_796798.jpg,018.Spotted_Catbird,18,257,257,green
